文件代码	文件路径	equipment type	variation
101500433	swordman	coat	41_1
101500434	swordman	coat	49_0
101500435	swordman	coat	49_1
101500436	swordman	coat	49_2
101500437	swordman	coat	49_3
101500438	swordman	coat	51_0
101500439	swordman	coat	51_1
101500440	swordman	coat	51_2
101500441	swordman	coat	51_3
101500442	swordman	coat	59_0
101500443	swordman	coat	59_1
101500444	swordman	coat	59_2
101500445	swordman	coat	61_0
101500446	swordman	coat	61_1
101500447	swordman	coat	61_2
101500448	swordman	coat	61_3
101500449	swordman	coat	75_0
101500450	swordman	coat	75_1
101500451	swordman	coat	75_2
101500452	swordman	coat	75_3
101500453	swordman	coat	78_0
101500454	swordman	coat	79_0
101500455	swordman	coat	79_1
101500456	swordman	coat	79_2
101500457	swordman	coat	79_3
101500458	swordman	coat	97_2
101500459	swordman	coat	97_3
101500460	swordman	coat	88_3
101500461	swordman	coat	101_0
101500462	swordman	coat	101_1
101500463	swordman	coat	101_2
101500464	swordman	coat	101_3
101500465	swordman	coat	1_1
101500466	swordman	coat	1_2
101500467	swordman	coat	1_3
101500468	swordman	coat	2_1
101500469	swordman	coat	2_2
101500470	swordman	coat	2_3
101500471	swordman	coat	3_1
101500472	swordman	coat	3_2
101500473	swordman	coat	7_1
101500474	swordman	coat	7_2
101500475	swordman	coat	7_3
101500476	swordman	coat	8_1
101500477	swordman	coat	8_2
101500478	swordman	coat	8_3
101500479	swordman	coat	9_1
101500480	swordman	coat	9_2
101500481	swordman	coat	9_3
101500482	swordman	coat	10_0
101500483	swordman	coat	12_3
101500484	swordman	coat	13_0
101500485	swordman	coat	13_1
101500486	swordman	coat	13_2
101500487	swordman	coat	13_3
101500488	swordman	coat	15_0
101500489	swordman	coat	15_1
101500490	swordman	coat	15_2
101500491	swordman	coat	15_3
101500492	swordman	coat	17_0
101500493	swordman	coat	19_3
101500494	swordman	coat	118_0
101500495	swordman	coat	118_1
101500496	swordman	coat	118_2
101500497	swordman	coat	36_0
101500498	swordman	coat	36_1
101500499	swordman	coat	36_2
101500500	swordman	coat	36_3
101500501	swordman	coat	37_0
101500502	swordman	coat	41_2
101500503	swordman	coat	41_3
101500504	swordman	coat	42_0
101500505	swordman	coat	42_1
101500506	swordman	coat	42_2
101500507	swordman	coat	42_3
101500508	swordman	coat	44_0
101500509	swordman	coat	44_1
101500510	swordman	coat	44_2
101500511	swordman	coat	44_3
101500512	swordman	coat	47_0
101500513	swordman	coat	47_1
101500514	swordman	coat	47_2
101500515	swordman	coat	47_3
101500516	swordman	coat	58_0
101500517	swordman	coat	58_1
101500518	swordman	coat	58_2
101500519	swordman	coat	58_3
101500520	swordman	coat	59_3
101500521	swordman	coat	65_0
101500522	swordman	coat	65_1
101500523	swordman	coat	65_2
101500524	swordman	coat	65_3
101500525	swordman	coat	66_0
101500526	swordman	coat	66_1
101500527	swordman	coat	66_2
101500528	swordman	coat	66_3
101500529	swordman	coat	67_0
101500530	swordman	coat	67_1
101500531	swordman	coat	67_2
101500532	swordman	coat	67_3
101500533	swordman	coat	78_1
101500534	swordman	coat	78_2
101500535	swordman	coat	78_3
101500536	swordman	coat	97_0
101500537	swordman	coat	97_1
101500538	swordman	coat	88_0
101500539	swordman	coat	88_1
101500540	swordman	coat	88_2
101500541	swordman	coat	104_0
101500542	swordman	coat	104_1
101500543	swordman	coat	104_2
101500544	swordman	coat	104_3
101500545	swordman	coat	106_0
101500546	swordman	coat	106_1
101500547	swordman	coat	106_2
101500548	swordman	coat	106_3
101500550	swordman	coat	1_0
101500551	swordman	coat	2_0
101500552	swordman	coat	3_0
101500553	swordman	coat	9_0
101500554	swordman	coat	4_0
101500555	swordman	coat	5_0
101500556	swordman	coat	6_0
101500557	swordman	coat	7_0
101500558	swordman	coat	8_0
101500559	swordman	coat	3_3
101500560	swordman	coat	4_1
101500561	swordman	coat	4_2
101500562	swordman	coat	4_3
101500563	swordman	coat	5_1
101500564	swordman	coat	5_2
101500565	swordman	coat	5_3
101500566	swordman	coat	6_1
101500567	swordman	coat	6_2
101500568	swordman	coat	6_3
101500569	swordman	coat	10_1
101500570	swordman	coat	10_2
101500571	swordman	coat	10_3
101500572	swordman	coat	11_0
101500573	swordman	coat	11_1
101500574	swordman	coat	11_2
101500575	swordman	coat	11_3
101500576	swordman	coat	12_0
101500577	swordman	coat	12_1
101500578	swordman	coat	12_2
101500579	swordman	coat	17_1
101500580	swordman	coat	17_2
101500581	swordman	coat	17_3
101500582	swordman	coat	16_0
101500583	swordman	coat	16_1
101500584	swordman	coat	16_2
101500585	swordman	coat	16_3
101500586	swordman	coat	19_0
101500587	swordman	coat	19_1
101500588	swordman	coat	19_2
101500589	swordman	coat	40_0
101500608	swordman	coat	123_0
101500609	swordman	coat	123_0
101500610	swordman	coat	121_0
101500611	swordman	coat	121_1
101500612	swordman	coat	121_2
101500613	swordman	coat	121_3
101500614	swordman	coat	121_0
101500615	swordman	coat	121_1
101500616	swordman	coat	121_2
101500617	swordman	coat	121_3
101500618	swordman	coat	136_0
101500619	swordman	coat	137_0
101500620	swordman	coat	138_0
101500621	swordman	coat	139_0
101500622	swordman	coat	136_0
101500623	swordman	coat	137_0
101500624	swordman	coat	138_0
101500625	swordman	coat	139_0
101500634	swordman	coat	117_0
101500635	swordman	coat	117_1
101500636	swordman	coat	133_0
101500637	swordman	coat	133_1
101500638	swordman	coat	133_2
101500639	swordman	coat	133_3
101500640	swordman	coat	133_0
101500641	swordman	coat	133_1
101500642	swordman	coat	133_2
101500643	swordman	coat	133_3
101500644	swordman	coat	104_0
101500645	swordman	coat	104_0
101500647	swordman	coat	60_0
101500648	swordman	coat	60_0
101500649	swordman	coat	60_0
101500650	swordman	coat	60_0
101500651	swordman	coat	60_0
101500652	swordman	coat	60_0
101500653	swordman	coat	60_0
101500654	swordman	coat	60_0
101500655	swordman	coat	60_0
101500656	swordman	coat	60_0
101500657	swordman	coat	60_0
101500658	swordman	coat	60_0
101500659	swordman	coat	60_0
101500660	swordman	coat	60_0
101500661	swordman	coat	60_0
101500695	swordman	coat	134_0
101500696	swordman	coat	134_1
101500697	swordman	coat	134_2
101500698	swordman	coat	134_3
101500718	swordman	coat	126_0
101500722	swordman	coat	148_0
101500723	swordman	coat	148_1
101500724	swordman	coat	148_2
101500725	swordman	coat	148_3
101500726	swordman	coat	153_0
101500727	swordman	coat	153_1
101500728	swordman	coat	153_2
101500729	swordman	coat	153_3
101500735	swordman	coat	154_0
101500736	swordman	coat	154_1
101500737	swordman	coat	154_2
101500738	swordman	coat	154_3
101500741	swordman	coat	158_0
101500742	swordman	coat	158_1
101500743	swordman	coat	79_0
101500744	swordman	coat	79_1
101500745	swordman	coat	79_2
101500746	swordman	coat	79_3
101500751	swordman	coat	162_0
101500752	swordman	coat	162_1
101500753	swordman	coat	162_2
101500754	swordman	coat	162_3
101500755	swordman	coat	161_0
101500756	swordman	coat	161_1
101500757	swordman	coat	161_2
101500758	swordman	coat	161_3
101500764	swordman	coat	78_4
101500765	swordman	coat	78_5
101500766	swordman	coat	78_6
101500767	swordman	coat	78_7
101500771	swordman	coat	172_0
101500772	swordman	coat	172_1
101500773	swordman	coat	172_2
101500774	swordman	coat	172_3
101500781	swordman	coat	170_0
101500782	swordman	coat	170_1
101500783	swordman	coat	170_2
101500784	swordman	coat	170_3
101500787	swordman	coat	163_0
101500788	swordman	coat	163_1
101500789	swordman	coat	163_2
101500792	swordman	coat	179_0
101500793	swordman	coat	179_1
101500794	swordman	coat	179_2
101500795	swordman	coat	180_0
101500796	swordman	coat	180_1
101500797	swordman	coat	180_2
101500808	swordman	coat	181_0
101500809	swordman	coat	181_1
101500810	swordman	coat	181_2
101500811	swordman	coat	181_3
101500816	swordman	coat	185_0
101500817	swordman	coat	188_0
101500818	swordman	coat	188_1
101500819	swordman	coat	188_2
101500820	swordman	coat	188_3
101500822	swordman	coat	155_0
101500823	swordman	coat	155_1
101500826	swordman	coat	194_0
101500827	swordman	coat	194_1
101500828	swordman	coat	194_2
101500829	swordman	coat	194_3
101500839	swordman	coat	164_0
101500840	swordman	coat	164_1
101500841	swordman	coat	164_2
101500842	swordman	coat	195_0
101500843	swordman	coat	195_1
101500844	swordman	coat	195_2
101500845	swordman	coat	195_3
101500860	swordman	coat	200_0
101500861	swordman	coat	200_1
101500862	swordman	coat	200_2
101500863	swordman	coat	200_3
101501731	swordman	coat	62_2
101501793	swordman	coat	196_0
101501794	swordman	coat	196_1
101501795	swordman	coat	196_2
101501796	swordman	coat	196_3
101501894	swordman	coat	224_0
101501898	swordman	coat	225_0
101501902	swordman	coat	226_0
101501906	swordman	coat	227_0
101510008	swordman	pants	116_0
101510419	swordman	pants	33_0
101510420	swordman	pants	33_1
101510421	swordman	pants	34_0
101510422	swordman	pants	39_0
101510423	swordman	pants	39_1
101510424	swordman	pants	39_2
101510425	swordman	pants	39_3
101510426	swordman	pants	41_0
101510427	swordman	pants	41_1
101510428	swordman	pants	41_2
101510429	swordman	pants	41_3
101510430	swordman	pants	46_0
101510431	swordman	pants	46_1
101510432	swordman	pants	46_2
101510433	swordman	pants	46_3
101510434	swordman	pants	48_0
101510435	swordman	pants	48_1
101510436	swordman	pants	48_2
101510437	swordman	pants	48_3
101510438	swordman	pants	56_3
101510439	swordman	pants	58_0
101510440	swordman	pants	58_1
101510441	swordman	pants	58_2
101510442	swordman	pants	58_3
101510443	swordman	pants	61_2
101510444	swordman	pants	62_2
101510445	swordman	pants	62_3
101510446	swordman	pants	63_0
101510447	swordman	pants	63_1
101510448	swordman	pants	70_3
101510449	swordman	pants	73_0
101510450	swordman	pants	73_1
101510451	swordman	pants	73_2
101510452	swordman	pants	73_3
101510453	swordman	pants	74_0
101510454	swordman	pants	74_1
101510455	swordman	pants	90_0
101510456	swordman	pants	90_1
101510457	swordman	pants	90_2
101510458	swordman	pants	90_3
101510459	swordman	pants	82_3
101510460	swordman	pants	94_1
101510461	swordman	pants	94_2
101510462	swordman	pants	94_3
101510464	swordman	pants	1_1
101510465	swordman	pants	1_2
101510466	swordman	pants	1_3
101510467	swordman	pants	2_1
101510468	swordman	pants	2_2
101510469	swordman	pants	2_3
101510470	swordman	pants	3_1
101510471	swordman	pants	3_2
101510472	swordman	pants	3_3
101510473	swordman	pants	4_1
101510474	swordman	pants	12_3
101510475	swordman	pants	13_0
101510476	swordman	pants	13_1
101510477	swordman	pants	13_2
101510478	swordman	pants	13_3
101510479	swordman	pants	16_0
101510480	swordman	pants	16_1
101510481	swordman	pants	16_2
101510482	swordman	pants	16_3
101510483	swordman	pants	17_0
101510484	swordman	pants	18_3
101510485	swordman	pants	33_2
101510486	swordman	pants	33_3
101510487	swordman	pants	34_1
101510488	swordman	pants	34_2
101510489	swordman	pants	34_3
101510490	swordman	pants	36_0
101510491	swordman	pants	36_1
101510492	swordman	pants	36_2
101510493	swordman	pants	36_3
101510494	swordman	pants	38_0
101510495	swordman	pants	38_1
101510496	swordman	pants	38_2
101510497	swordman	pants	38_3
101510498	swordman	pants	44_0
101510499	swordman	pants	44_1
101510500	swordman	pants	44_2
101510501	swordman	pants	44_3
101510502	swordman	pants	55_0
101510503	swordman	pants	55_1
101510504	swordman	pants	55_2
101510505	swordman	pants	55_3
101510506	swordman	pants	56_0
101510507	swordman	pants	56_1
101510508	swordman	pants	56_2
101510509	swordman	pants	61_0
101510510	swordman	pants	61_1
101510511	swordman	pants	61_3
101510512	swordman	pants	62_0
101510513	swordman	pants	62_1
101510514	swordman	pants	63_2
101510515	swordman	pants	63_3
101510516	swordman	pants	70_0
101510517	swordman	pants	70_1
101510518	swordman	pants	70_2
101510519	swordman	pants	74_2
101510520	swordman	pants	74_3
101510521	swordman	pants	82_0
101510522	swordman	pants	82_1
101510523	swordman	pants	82_2
101510524	swordman	pants	94_0
101510525	swordman	pants	96_0
101510526	swordman	pants	96_1
101510527	swordman	pants	96_2
101510528	swordman	pants	96_3
101510529	swordman	pants	98_0
101510530	swordman	pants	98_1
101510531	swordman	pants	98_2
101510532	swordman	pants	98_3
101510533	swordman	pants	1_0
101510534	swordman	pants	2_0
101510535	swordman	pants	3_0
101510536	swordman	pants	6_0
101510537	swordman	pants	4_0
101510538	swordman	pants	5_0
101510539	swordman	pants	7_0
101510540	swordman	pants	4_2
101510541	swordman	pants	4_3
101510542	swordman	pants	5_1
101510543	swordman	pants	5_2
101510544	swordman	pants	5_3
101510545	swordman	pants	6_1
101510546	swordman	pants	6_2
101510547	swordman	pants	6_3
101510548	swordman	pants	7_1
101510549	swordman	pants	7_2
101510550	swordman	pants	7_3
101510551	swordman	pants	8_0
101510552	swordman	pants	9_0
101510553	swordman	pants	10_0
101510554	swordman	pants	8_1
101510555	swordman	pants	8_2
101510556	swordman	pants	8_3
101510557	swordman	pants	9_1
101510558	swordman	pants	9_2
101510559	swordman	pants	9_3
101510560	swordman	pants	10_1
101510561	swordman	pants	10_2
101510562	swordman	pants	10_3
101510563	swordman	pants	11_0
101510564	swordman	pants	11_1
101510565	swordman	pants	11_2
101510566	swordman	pants	11_3
101510567	swordman	pants	12_0
101510568	swordman	pants	12_1
101510569	swordman	pants	12_2
101510570	swordman	pants	17_1
101510571	swordman	pants	17_2
101510572	swordman	pants	17_3
101510573	swordman	pants	15_0
101510574	swordman	pants	15_1
101510575	swordman	pants	15_2
101510576	swordman	pants	15_3
101510577	swordman	pants	18_0
101510578	swordman	pants	18_1
101510579	swordman	pants	18_2
101510580	swordman	pants	111_0
101510581	swordman	pants	111_1
101510582	swordman	pants	111_2
101510597	swordman	pants	116_0
101510598	swordman	pants	116_0
101510599	swordman	pants	114_0
101510600	swordman	pants	114_1
101510601	swordman	pants	114_2
101510602	swordman	pants	114_3
101510603	swordman	pants	114_0
101510604	swordman	pants	114_1
101510605	swordman	pants	114_2
101510606	swordman	pants	114_3
101510607	swordman	pants	127_0
101510608	swordman	pants	128_0
101510609	swordman	pants	129_0
101510610	swordman	pants	130_0
101510611	swordman	pants	127_0
101510612	swordman	pants	128_0
101510613	swordman	pants	129_0
101510614	swordman	pants	130_0
101510623	swordman	pants	110_0
101510624	swordman	pants	110_1
101510625	swordman	pants	124_0
101510626	swordman	pants	124_1
101510627	swordman	pants	124_2
101510628	swordman	pants	124_3
101510629	swordman	pants	124_0
101510630	swordman	pants	124_1
101510631	swordman	pants	124_2
101510632	swordman	pants	124_3
101510633	swordman	pants	96_0
101510634	swordman	pants	96_0
101510636	swordman	pants	57_0
101510637	swordman	pants	57_0
101510638	swordman	pants	57_0
101510639	swordman	pants	57_0
101510640	swordman	pants	57_0
101510641	swordman	pants	57_0
101510642	swordman	pants	57_0
101510643	swordman	pants	57_0
101510644	swordman	pants	57_0
101510645	swordman	pants	57_0
101510646	swordman	pants	57_0
101510647	swordman	pants	57_0
101510648	swordman	pants	57_0
101510649	swordman	pants	57_0
101510650	swordman	pants	57_0
101510859	swordman	pants	125_0
101510860	swordman	pants	125_1
101510861	swordman	pants	125_2
101510862	swordman	pants	125_3
101510882	swordman	pants	118_0
101510886	swordman	pants	137_0
101510887	swordman	pants	137_1
101510888	swordman	pants	137_2
101510889	swordman	pants	137_3
101510890	swordman	pants	141_0
101510891	swordman	pants	141_1
101510892	swordman	pants	141_2
101510893	swordman	pants	141_3
101510899	swordman	pants	142_0
101510900	swordman	pants	142_1
101510901	swordman	pants	142_2
101510902	swordman	pants	142_3
101510905	swordman	pants	146_0
101510906	swordman	pants	146_1
101510907	swordman	pants	74_0
101510908	swordman	pants	74_1
101510909	swordman	pants	74_2
101510910	swordman	pants	74_3
101510915	swordman	pants	150_0
101510916	swordman	pants	150_1
101510917	swordman	pants	150_2
101510918	swordman	pants	150_3
101510919	swordman	pants	149_0
101510920	swordman	pants	149_1
101510921	swordman	pants	149_2
101510922	swordman	pants	149_3
101510928	swordman	pants	73_0
101510929	swordman	pants	73_1
101510930	swordman	pants	73_2
101510931	swordman	pants	73_3
101510935	swordman	pants	159_0
101510936	swordman	pants	159_1
101510937	swordman	pants	159_2
101510938	swordman	pants	159_3
101510945	swordman	pants	157_0
101510946	swordman	pants	157_1
101510947	swordman	pants	157_2
101510948	swordman	pants	157_3
101510950	swordman	pants	0_0
101510953	swordman	pants	166_0
101510954	swordman	pants	166_1
101510955	swordman	pants	166_2
101510966	swordman	pants	167_0
101510967	swordman	pants	167_1
101510968	swordman	pants	167_2
101510969	swordman	pants	167_3
101510974	swordman	pants	173_0
101510975	swordman	pants	173_1
101510976	swordman	pants	173_2
101510977	swordman	pants	173_3
101510979	swordman	pants	143_0
101510980	swordman	pants	143_1
101510983	swordman	pants	179_0
101510984	swordman	pants	179_1
101510985	swordman	pants	179_2
101510986	swordman	pants	179_3
101510996	swordman	pants	151_0
101510997	swordman	pants	151_1
101510998	swordman	pants	151_2
101510999	swordman	pants	180_0
101511000	swordman	pants	180_1
101511001	swordman	pants	180_2
101511002	swordman	pants	180_3
101511017	swordman	pants	185_0
101511018	swordman	pants	185_1
101511019	swordman	pants	185_2
101511020	swordman	pants	185_3
101511859	swordman	pants	59_2
101511901	swordman	pants	181_0
101511902	swordman	pants	181_1
101511903	swordman	pants	181_2
101511904	swordman	pants	181_3
101511995	swordman	pants	205_0
101511999	swordman	pants	206_0
101512003	swordman	pants	207_0
101512007	swordman	pants	208_0
101520288	swordman	breast	17_0
101520289	swordman	breast	17_1
101520290	swordman	breast	17_2
101520291	swordman	breast	17_3
101520292	swordman	breast	21_2
101520293	swordman	breast	21_3
101520294	swordman	breast	22_0
101520295	swordman	breast	22_1
101520296	swordman	breast	22_2
101520297	swordman	breast	22_3
101520298	swordman	breast	23_0
101520299	swordman	breast	23_1
101520300	swordman	breast	23_2
101520301	swordman	breast	23_3
101520302	swordman	breast	26_0
101520303	swordman	breast	26_1
101520304	swordman	breast	29_1
101520305	swordman	breast	31_2
101520306	swordman	breast	31_3
101520307	swordman	breast	37_1
101520308	swordman	breast	37_2
101520309	swordman	breast	37_3
101520310	swordman	breast	38_0
101520311	swordman	breast	38_1
101520312	swordman	breast	38_2
101520313	swordman	breast	44_0
101520314	swordman	breast	44_1
101520315	swordman	breast	46_0
101520316	swordman	breast	46_1
101520317	swordman	breast	46_2
101520318	swordman	breast	61_0
101520319	swordman	breast	61_1
101520320	swordman	breast	61_2
101520321	swordman	breast	79_0
101520322	swordman	breast	79_3
101520323	swordman	breast	85_2
101520324	swordman	breast	85_3
101520325	swordman	breast	89_0
101520326	swordman	breast	89_1
101520327	swordman	breast	89_2
101520328	swordman	breast	89_3
101520329	swordman	breast	91_0
101520330	swordman	breast	91_1
101520331	swordman	breast	91_2
101520332	swordman	breast	91_3
101520333	swordman	breast	98_0
101520334	swordman	breast	98_1
101520335	swordman	breast	98_2
101520336	swordman	breast	16_0
101520337	swordman	breast	16_1
101520338	swordman	breast	16_2
101520339	swordman	breast	16_3
101520340	swordman	breast	19_0
101520341	swordman	breast	19_1
101520342	swordman	breast	19_2
101520343	swordman	breast	19_3
101520344	swordman	breast	21_0
101520345	swordman	breast	21_1
101520346	swordman	breast	26_2
101520347	swordman	breast	26_3
101520348	swordman	breast	29_0
101520349	swordman	breast	29_2
101520350	swordman	breast	29_3
101520351	swordman	breast	31_0
101520352	swordman	breast	31_1
101520353	swordman	breast	37_0
101520354	swordman	breast	38_3
101520355	swordman	breast	40_0
101520356	swordman	breast	40_1
101520357	swordman	breast	40_2
101520358	swordman	breast	40_3
101520359	swordman	breast	44_2
101520360	swordman	breast	44_3
101520361	swordman	breast	45_0
101520362	swordman	breast	45_1
101520363	swordman	breast	45_2
101520364	swordman	breast	45_3
101520365	swordman	breast	46_3
101520366	swordman	breast	56_0
101520367	swordman	breast	56_1
101520368	swordman	breast	56_2
101520369	swordman	breast	56_3
101520370	swordman	breast	60_0
101520371	swordman	breast	60_1
101520372	swordman	breast	60_2
101520373	swordman	breast	60_3
101520374	swordman	breast	61_3
101520375	swordman	breast	79_1
101520376	swordman	breast	79_2
101520377	swordman	breast	70_0
101520378	swordman	breast	70_1
101520379	swordman	breast	70_2
101520380	swordman	breast	70_3
101520381	swordman	breast	85_0
101520382	swordman	breast	85_1
101520384	swordman	breast	0_0
101520385	swordman	breast	1_0
101520386	swordman	breast	0_1
101520387	swordman	breast	0_2
101520388	swordman	breast	0_3
101520389	swordman	breast	1_1
101520390	swordman	breast	1_2
101520391	swordman	breast	1_3
101520392	swordman	breast	2_0
101520393	swordman	breast	2_1
101520394	swordman	breast	2_2
101520395	swordman	breast	2_3
101520396	swordman	breast	106_0
101520399	swordman	breast	109_0
101520422	swordman	breast	101_0
101520423	swordman	breast	101_1
101520424	swordman	breast	101_2
101520425	swordman	breast	101_3
101520426	swordman	breast	101_0
101520427	swordman	breast	101_1
101520428	swordman	breast	101_2
101520429	swordman	breast	101_3
101520430	swordman	breast	87_0
101520431	swordman	breast	87_0
101520437	swordman	breast	97_0
101520438	swordman	breast	97_1
101520439	swordman	breast	111_0
101520440	swordman	breast	111_1
101520441	swordman	breast	111_2
101520442	swordman	breast	111_3
101520443	swordman	breast	111_0
101520444	swordman	breast	111_1
101520445	swordman	breast	111_2
101520446	swordman	breast	111_3
101520448	swordman	breast	39_0
101520449	swordman	breast	39_0
101520450	swordman	breast	39_0
101520451	swordman	breast	39_0
101520452	swordman	breast	39_0
101520453	swordman	breast	39_0
101520454	swordman	breast	39_0
101520455	swordman	breast	39_0
101520456	swordman	breast	39_0
101520457	swordman	breast	39_0
101520458	swordman	breast	39_0
101520459	swordman	breast	39_0
101520460	swordman	breast	39_0
101520461	swordman	breast	39_0
101520462	swordman	breast	39_0
101520496	swordman	breast	112_0
101520497	swordman	breast	112_1
101520498	swordman	breast	112_2
101520499	swordman	breast	112_3
101520516	swordman	breast	106_0
101520517	swordman	breast	109_0
101520521	swordman	breast	104_0
101520523	swordman	breast	121_0
101520524	swordman	breast	121_1
101520525	swordman	breast	121_2
101520526	swordman	breast	121_3
101520527	swordman	breast	125_0
101520528	swordman	breast	125_1
101520529	swordman	breast	125_2
101520530	swordman	breast	125_3
101520538	swordman	breast	126_0
101520539	swordman	breast	126_1
101520540	swordman	breast	126_2
101520541	swordman	breast	126_3
101520544	swordman	breast	131_0
101520545	swordman	breast	131_1
101520546	swordman	breast	61_0
101520547	swordman	breast	61_1
101520548	swordman	breast	61_2
101520549	swordman	breast	61_3
101520554	swordman	breast	135_0
101520555	swordman	breast	135_1
101520556	swordman	breast	135_2
101520557	swordman	breast	135_3
101520558	swordman	breast	134_0
101520559	swordman	breast	134_1
101520560	swordman	breast	134_2
101520561	swordman	breast	134_3
101520567	swordman	breast	60_0
101520568	swordman	breast	60_1
101520569	swordman	breast	60_2
101520570	swordman	breast	60_3
101520572	swordman	breast	145_0
101520573	swordman	breast	145_1
101520574	swordman	breast	145_2
101520575	swordman	breast	145_3
101520584	swordman	breast	143_0
101520585	swordman	breast	143_1
101520586	swordman	breast	143_2
101520587	swordman	breast	143_3
101520590	swordman	breast	136_0
101520591	swordman	breast	136_1
101520592	swordman	breast	136_2
101520595	swordman	breast	
101520603	swordman	breast	152_0
101520604	swordman	breast	152_1
101520605	swordman	breast	152_2
101520606	swordman	breast	152_3
101520611	swordman	breast	158_0
101520612	swordman	breast	158_1
101520613	swordman	breast	158_2
101520614	swordman	breast	158_3
101520616	swordman	breast	127_0
101520617	swordman	breast	127_1
101520620	swordman	breast	162_0
101520621	swordman	breast	162_1
101520622	swordman	breast	162_2
101520623	swordman	breast	162_3
101520624	swordman	breast	137_0
101520625	swordman	breast	137_1
101520626	swordman	breast	137_2
101520627	swordman	breast	163_0
101520628	swordman	breast	163_1
101520629	swordman	breast	163_2
101520630	swordman	breast	163_3
101520642	swordman	breast	168_0
101520643	swordman	breast	168_1
101520644	swordman	breast	168_2
101520645	swordman	breast	168_3
101521488	swordman	breast	41_2
101521527	swordman	breast	164_0
101521528	swordman	breast	164_1
101521529	swordman	breast	164_2
101521530	swordman	breast	164_3
101521617	swordman	breast	190_0
101521621	swordman	breast	191_0
101521625	swordman	breast	192_0
101521629	swordman	breast	193_0
101530274	swordman	waist	20_3
101530275	swordman	waist	23_0
101530276	swordman	waist	23_1
101530277	swordman	waist	23_2
101530278	swordman	waist	23_3
101530279	swordman	waist	24_0
101530280	swordman	waist	24_1
101530281	swordman	waist	24_2
101530282	swordman	waist	25_0
101530283	swordman	waist	25_1
101530284	swordman	waist	25_2
101530285	swordman	waist	25_3
101530286	swordman	waist	30_3
101530287	swordman	waist	32_0
101530288	swordman	waist	32_1
101530289	swordman	waist	32_2
101530290	swordman	waist	32_3
101530291	swordman	waist	37_0
101530292	swordman	waist	37_1
101530293	swordman	waist	37_2
101530294	swordman	waist	37_3
101530295	swordman	waist	46_1
101530296	swordman	waist	46_2
101530297	swordman	waist	46_3
101530298	swordman	waist	50_0
101530299	swordman	waist	50_1
101530300	swordman	waist	50_2
101530301	swordman	waist	50_3
101530302	swordman	waist	53_0
101530303	swordman	waist	63_0
